Date,Account,Debit,Credit
31-03-14,Food Sales,,1189
02-04-14,Food Sales,,593
02-04-14,Food Sales,,1575
03-04-14,Food Sales,,1992
04-04-14,Food Sales,,5092
05-04-14,Food Sales,,3234
06-04-14,Food Sales,,1997
07-04-14,Food Sales,,1064
08-04-14,Food Sales,,1253
09-04-14,Food Sales,,674
10-04-14,Food Sales,,1727
11-04-14,Food Sales,,3892
12-04-14,Food Sales,,4614
13-04-14,Food Sales,,2687
14-04-14,Food Sales,,813
15-04-14,Food Sales,,1311
16-04-14,Food Sales,,1545
17-04-14,Food Sales,,3473
18-04-14,Food Sales,,2294
19-04-14,Food Sales,,3039
20-04-14,Food Sales,,1184
22-04-14,Food Sales,,1166
23-04-14,Food Sales,,3357
24-04-14,Food Sales,,2098
25-04-14,Food Sales,,3985
26-04-14,Food Sales,,4728
27-04-14,Food Sales,,1367
28-04-14,Food Sales,,1857
29-04-14,Food Sales,,1081
30-04-14,Food Sales,,1029
01-05-14,Food Sales,,2091
02-05-14,Food Sales,,2612
03-05-14,Food Sales,,4596
04-05-14,Food Sales,,1923
05-05-14,Food Sales,,1508
06-05-14,Food Sales,,795
07-05-14,Food Sales,,1832
08-05-14,Food Sales,,2387
09-05-14,Food Sales,,4859
10-05-14,Food Sales,,4513
11-05-14,Food Sales,,6646
12-05-14,Food Sales,,1923
13-05-14,Food Sales,,2341
14-05-14,Food Sales,,1464
15-05-14,Food Sales,,2812
16-05-14,Food Sales,,3350
18-05-14,Food Sales,,4089
18-05-14,Food Sales,,3244
20-05-14,Food Sales,,1381
21-05-14,Food Sales,,1490
22-05-14,Food Sales,,3189
23-05-14,Food Sales,,5437
24-05-14,Food Sales,,5519
25-05-14,Food Sales,,1555
26-05-14,Food Sales,,1773
27-05-14,Food Sales,,1198
28-05-14,Food Sales,,2531
29-05-14,Food Sales,,3355
30-05-14,Food Sales,,3956
31-05-14,Food Sales,,4655
01-06-14,Food Sales,,2389
02-06-14,Food Sales,,2287
03-06-14,Food Sales,,2010
04-06-14,Food Sales,,2860
05-06-14,Food Sales,,2676
06-06-14,Food Sales,,4622
07-06-14,Food Sales,,5143
08-06-14,Food Sales,,1884
09-06-14,Food Sales,,3359
10-06-14,Food Sales,0,
10-06-14,Food Sales,,2467
11-06-14,Food Sales,,2072
12-06-14,Food Sales,,3107
13-06-14,Food Sales,,4159
14-06-14,Food Sales,,4804
15-06-14,Food Sales,,3465
16-06-14,Food Sales,,1771
17-06-14,Food Sales,,1361
18-06-14,Food Sales,,2203
19-06-14,Food Sales,,2519
20-06-14,Food Sales,,4868
21-06-14,Food Sales,,4598
22-06-14,Food Sales,,2619
23-06-14,Food Sales,,1307
24-06-14,Food Sales,,2169
25-06-14,Food Sales,,1851
26-06-14,Food Sales,,2812
27-06-14,Food Sales,,4186
28-06-14,Food Sales,,2244
29-06-14,Food Sales,,2018
30-06-14,Food Sales,,2609
02-07-14,Food Sales,,3251
03-07-14,Food Sales,,3203
04-07-14,Food Sales,,3306
05-07-14,Food Sales,,3631
06-07-14,Food Sales,,2013
07-07-14,Food Sales,,2121
08-07-14,Food Sales,,2745
09-07-14,Food Sales,,2565
10-07-14,Food Sales,,2864
11-07-14,Food Sales,,3604
12-07-14,Food Sales,,3012
13-07-14,Food Sales,,2542
14-07-14,Food Sales,,1979
15-07-14,Food Sales,,2324
16-07-14,Food Sales,,3824
17-07-14,Food Sales,,2141
18-07-14,Food Sales,,4017
19-07-14,Food Sales,,3049
20-07-14,Food Sales,,1491
21-07-14,Food Sales,,1327
22-07-14,Food Sales,,2566
23-07-14,Food Sales,,2715
24-07-14,Food Sales,,2954
25-07-14,Food Sales,,3812
26-07-14,Food Sales,,3532
27-07-14,Food Sales,,2567
28-07-14,Food Sales,,1411
29-07-14,Food Sales,,1925
30-07-14,Food Sales,,2257
31-07-14,Food Sales,,2920
01-08-14,Food Sales,,3684
02-08-14,Food Sales,,2907
03-08-14,Food Sales,,2424
05-08-14,Food Sales,,1788
06-08-14,Food Sales,,2485
06-08-14,Food Sales,,2102
08-08-14,Food Sales,,3614
09-08-14,Food Sales,,3977
10-08-14,Food Sales,,2043
11-08-14,Food Sales,,2753
12-08-14,Food Sales,,3069
13-08-14,Food Sales,,2139
14-08-14,Food Sales,,2059
15-08-14,Food Sales,,2908
16-08-14,Food Sales,,3541
17-08-14,Food Sales,,2020
18-08-14,Food Sales,,1829
19-08-14,Food Sales,,3822
20-08-14,Food Sales,,2126
21-08-14,Food Sales,,2109
22-08-14,Food Sales,,3028
23-08-14,Food Sales,,3583
24-08-14,Food Sales,,4938
25-08-14,Food Sales,,2280
26-08-14,Food Sales,,2461
27-08-14,Food Sales,,2869
28-08-14,Food Sales,,3125
29-08-14,Food Sales,,3310
30-08-14,Food Sales,,6869
31-08-14,Food Sales,,2729
01-09-14,Food Sales,,2643
02-09-14,Food Sales,,1497
03-09-14,Food Sales,,2154
04-09-14,Food Sales,,2258
05-09-14,Food Sales,,4237
06-09-14,Food Sales,,5195
07-09-14,Food Sales,,3256
08-09-14,Food Sales,,1548
09-09-14,Food Sales,,1724
10-09-14,Food Sales,,1596
11-09-14,Food Sales,,1986
12-09-14,Food Sales,,3181
13-09-14,Food Sales,,7545
14-09-14,Food Sales,,2196
16-09-14,Food Sales,,2017
17-09-14,Food Sales,,2339
18-09-14,Food Sales,,1914
19-09-14,Food Sales,,3084
20-09-14,Food Sales,,5153
21-09-14,Food Sales,,1901
22-09-14,Food Sales,,1200
23-09-14,Food Sales,,2288
24-09-14,Food Sales,,1798
25-09-14,Food Sales,,1613
26-09-14,Food Sales,,3544
27-09-14,Food Sales,,4462
28-09-14,Food Sales,,1856
29-09-14,Food Sales,,1451
30-09-14,Food Sales,,873
30-09-14,Food Sales,,500
01-10-14,Food Sales,,1801
02-10-14,Food Sales,,2027
03-10-14,Food Sales,,2701
04-10-14,Food Sales,,2519
05-10-14,Food Sales,,1645
06-10-14,Food Sales,,1302
07-10-14,Food Sales,,1370
08-10-14,Food Sales,,1158
09-10-14,Food Sales,,1316
10-10-14,Food Sales,,3049
11-10-14,Food Sales,,1986
12-10-14,Food Sales,,861
14-10-14,Food Sales,,1110
15-10-14,Food Sales,,1706
16-10-14,Food Sales,,1814
17-10-14,Food Sales,,3703
18-10-14,Food Sales,,3343
19-10-14,Food Sales,,1230
20-10-14,Food Sales,,1005
21-10-14,Food Sales,,1346
22-10-14,Food Sales,,1792
23-10-14,Food Sales,,1418
24-10-14,Food Sales,,2977
25-10-14,Food Sales,,3512
27-10-14,Food Sales,,890
28-10-14,Food Sales,,1264
29-10-14,Food Sales,,2412
30-10-14,Food Sales,,1996
31-10-14,Food Sales,,2103
01-11-14,Food Sales,,3264
02-11-14,Food Sales,,1660
03-11-14,Food Sales,,1320
04-11-14,Food Sales,,1044
05-11-14,Food Sales,,1787
06-11-14,Food Sales,,3081
07-11-14,Food Sales,,3189
08-11-14,Food Sales,,2803
09-11-14,Food Sales,,989
10-11-14,Food Sales,,1007
11-11-14,Food Sales,,1477
12-11-14,Food Sales,,1993
13-11-14,Food Sales,,1264
14-11-14,Food Sales,,2750
15-11-14,Food Sales,,2811
16-11-14,Food Sales,,1261
17-11-14,Food Sales,,773
18-11-14,Food Sales,,2107
19-11-14,Food Sales,,1221
20-11-14,Food Sales,,1415
21-11-14,Food Sales,,2268
22-11-14,Food Sales,,3281
23-11-14,Food Sales,,1012
24-11-14,Food Sales,,642
25-11-14,Food Sales,,1851
26-11-14,Food Sales,,2021
27-11-14,Food Sales,,2087
28-11-14,Food Sales,,3751
29-11-14,Food Sales,,3319
30-11-14,Food Sales,,1439
01-12-14,Food Sales,,1184
02-12-14,Food Sales,,1418
03-12-14,Food Sales,,1940
04-12-14,Food Sales,,1693
05-12-14,Food Sales,,2440
06-12-14,Food Sales,,3931
07-12-14,Food Sales,,1829
08-12-14,Food Sales,,1000
09-12-14,Food Sales,,1456
10-12-14,Food Sales,,3105
11-12-14,Food Sales,,2058
12-12-14,Food Sales,,5151
13-12-14,Food Sales,,3145
14-12-14,Food Sales,,1680
15-12-14,Food Sales,,894
16-12-14,Food Sales,,2046
17-12-14,Food Sales,,2417
18-12-14,Food Sales,,2245
19-12-14,Food Sales,,2720
19-12-14,Food Sales,,2649
21-12-14,Food Sales,,2185
26-12-14,Food Sales,,2133
27-12-14,Food Sales,,2831
28-12-14,Food Sales,,1164
29-12-14,Food Sales,,1136
30-12-14,Food Sales,,2182
31-12-14,Food Sales,,5288
02-01-15,Food Sales,,2979
03-01-15,Food Sales,,1402
04-01-15,Food Sales,,1160
06-01-15,Food Sales,,1085
07-01-15,Food Sales,,747
08-01-15,Food Sales,,1219
09-01-15,Food Sales,,2518
10-01-15,Food Sales,,3837
12-01-15,Food Sales,,890
13-01-15,Food Sales,,1015
14-01-15,Food Sales,,1425
15-01-15,Food Sales,,1406
16-01-15,Food Sales,,2720
17-01-15,Food Sales,,3249
18-01-15,Food Sales,,1391
19-01-15,Food Sales,,361
20-01-15,Food Sales,,749
21-01-15,Food Sales,,1619
22-01-15,Food Sales,,1144
23-01-15,Food Sales,,1788
24-01-15,Food Sales,,4078
25-01-15,Food Sales,,1100
26-01-15,Food Sales,,807
27-01-15,Food Sales,,1089
28-01-15,Food Sales,,1164
29-01-15,Food Sales,,1647
30-01-15,Food Sales,,3204
31-01-15,Food Sales,,2722
01-02-15,Food Sales,,662
02-02-15,Food Sales,,340
03-02-15,Food Sales,,820
04-02-15,Food Sales,,1511
05-02-15,Food Sales,,1460
06-02-15,Food Sales,,2396
07-02-15,Food Sales,,2560
08-02-15,Food Sales,,1354
09-02-15,Food Sales,,485
10-02-15,Food Sales,,590
11-02-15,Food Sales,,1438
12-02-15,Food Sales,,537
13-02-15,Food Sales,,2832
14-02-15,Food Sales,,6934
15-02-15,Food Sales,,2122
17-02-15,Food Sales,,1104
18-02-15,Food Sales,,747
19-02-15,Food Sales,,1431
20-02-15,Food Sales,,2365
21-02-15,Food Sales,,6062
22-02-15,Food Sales,,652
23-02-15,Food Sales,,417
24-02-15,Food Sales,,892
25-02-15,Food Sales,,1381
26-02-15,Food Sales,,1134
27-02-15,Food Sales,,2538
28-02-15,Food Sales,,2365
01-03-15,Food Sales,,1100
02-03-15,Food Sales,,780
03-03-15,Food Sales,,921
04-03-15,Food Sales,,1098
05-03-15,Food Sales,,1287
06-03-15,Food Sales,,1421
07-03-15,Food Sales,,2350
08-03-15,Food Sales,,955
09-03-15,Food Sales,,135
10-03-15,Food Sales,,985
11-03-15,Food Sales,,953
12-03-15,Food Sales,,1963
13-03-15,Food Sales,,1779
14-03-15,Food Sales,,3152
15-03-15,Food Sales,,1766
16-03-15,Food Sales,,1062
17-03-15,Food Sales,,1214
18-03-15,Food Sales,,2059
20-03-15,Food Sales,,1439
20-03-15,Food Sales,,1663
21-03-15,Food Sales,,2952
22-03-15,Food Sales,,1137
23-03-15,Food Sales,,779
24-03-15,Food Sales,,1395
25-03-15,Food Sales,,1691
26-03-15,Food Sales,,1876
27-03-15,Food Sales,,2575
28-03-15,Food Sales,,4088
29-03-15,Food Sales,,2121
30-03-15,Food Sales,,991
30-03-15,Food Sales,,991
01-04-15,Food Sales,,940
02-04-15,Food Sales,,2770
03-04-15,Food Sales,,1257
04-04-15,Food Sales,,2139
05-04-15,Food Sales,,751
07-04-15,Food Sales,,1446
08-04-15,Food Sales,,1307
09-04-15,Food Sales,,1165
10-04-15,Food Sales,,2351
11-04-15,Food Sales,,3361
12-04-15,Food Sales,,1501
13-04-15,Food Sales,,689
14-04-15,Food Sales,,1134
15-04-15,Food Sales,,1938
16-04-15,Food Sales,,1794
17-04-15,Food Sales,,3531
18-04-15,Food Sales,,2739
19-04-15,Food Sales,,1475
20-04-15,Food Sales,,1076
21-04-15,Food Sales,,982
22-04-15,Food Sales,,2124
23-04-15,Food Sales,,2162
24-04-15,Food Sales,,3035
25-04-15,Food Sales,,2901
26-04-15,Food Sales,,1333
27-04-15,Food Sales,,930
28-04-15,Food Sales,,839
29-04-15,Food Sales,,1772
30-04-15,Food Sales,,2494
01-05-15,Food Sales,,3690
02-05-15,Food Sales,,3606
03-05-15,Food Sales,,1761
04-05-15,Food Sales,,1402
05-05-15,Food Sales,,1434
06-05-15,Food Sales,,1601
07-05-15,Food Sales,,1787
08-05-15,Food Sales,,3763
09-05-15,Food Sales,,5020
10-05-15,Food Sales,,7376
11-05-15,Food Sales,,1674
12-05-15,Food Sales,,1799
13-05-15,Food Sales,,2059
14-05-15,Food Sales,,2137
15-05-15,Food Sales,,4002
16-05-15,Food Sales,,3947
17-05-15,Food Sales,,3262
18-05-15,Food Sales,,2010
19-05-15,Food Sales,0,
19-05-15,Food Sales,,739
20-05-15,Food Sales,,1454
21-05-15,Food Sales,,5271
22-05-15,Food Sales,0,
22-05-15,Food Sales,,3349
23-05-15,Food Sales,,3479
24-05-15,Food Sales,,5702
25-05-15,Food Sales,,797
26-05-15,Food Sales,,3319
27-05-15,Food Sales,,3284
28-05-15,Food Sales,,1740
29-05-15,Food Sales,,4198
30-05-15,Food Sales,,5129
31-05-15,Food Sales,,2258
01-06-15,Food Sales,,1685
02-06-15,Food Sales,,1787
03-06-15,Food Sales,,2356
04-06-15,Food Sales,,1976
05-06-15,Food Sales,,3223
06-06-15,Food Sales,,3780
07-06-15,Food Sales,,6107
08-06-15,Food Sales,,1563
09-06-15,Food Sales,,2246
10-06-15,Food Sales,,2719
11-06-15,Food Sales,,3097
12-06-15,Food Sales,,4710
13-06-15,Food Sales,,4710
14-06-15,Food Sales,,1229
14-06-15,Food Sales,,2222
15-06-15,Food Sales,,2177
16-06-15,Food Sales,,2282
17-06-15,Food Sales,,1963
18-06-15,Food Sales,,2733
19-06-15,Food Sales,,3398
20-06-15,Food Sales,,1778
20-06-15,Food Sales,,3693
21-06-15,Food Sales,,3192
22-06-15,Food Sales,,1373
23-06-15,Food Sales,,2472
24-06-15,Food Sales,,3022
25-06-15,Food Sales,,2350
26-06-15,Food Sales,,2401
27-06-15,Food Sales,,3530
28-06-15,Food Sales,,1152
29-06-15,Food Sales,,2353
30-06-15,Food Sales,,2447
30-06-15,Food Sales,,3433
02-07-15,Food Sales,,2537
03-07-15,Food Sales,,3800
04-07-15,Food Sales,,2602
05-07-15,Food Sales,,1393
06-07-15,Food Sales,,2574
07-07-15,Food Sales,,4644
08-07-15,Food Sales,,1948
09-07-15,Food Sales,,2223
10-07-15,Food Sales,,5846
11-07-15,Food Sales,,2279
12-07-15,Food Sales,,1429
13-07-15,Food Sales,,1444
14-07-15,Food Sales,,2277
15-07-15,Food Sales,,1816
16-07-15,Food Sales,,1561
17-07-15,Food Sales,,2553
18-07-15,Food Sales,,3351
19-07-15,Food Sales,,2490
20-07-15,Food Sales,,2212
21-07-15,Food Sales,,1121
22-07-15,Food Sales,,3339
23-07-15,Food Sales,,3117
25-07-15,Food Sales,,3074
26-07-15,Food Sales,,2246
27-07-15,Food Sales,,2014
27-07-15,Food Sales,,3548
28-07-15,Food Sales,,1965
29-07-15,Food Sales,,2686
30-07-15,Food Sales,,2202
31-07-15,Food Sales,,2685
01-08-15,Food Sales,,2845
02-08-15,Food Sales,,2301
04-08-15,Food Sales,,2096
05-08-15,Food Sales,,2595
06-08-15,Food Sales,,2202
07-08-15,Food Sales,,3297
08-08-15,Food Sales,,4039
09-08-15,Food Sales,,1867
10-08-15,Food Sales,,1614
11-08-15,Food Sales,,1970
12-08-15,Food Sales,,2491
13-08-15,Food Sales,,4210
14-08-15,Food Sales,,2860
15-08-15,Food Sales,,3574
16-08-15,Food Sales,,2108
17-08-15,Food Sales,,2879
18-08-15,Food Sales,,1756
19-08-15,Food Sales,,3338
20-08-15,Food Sales,,2612
21-08-15,Food Sales,,3074
22-08-15,Food Sales,,3743
23-08-15,Food Sales,,2334
24-08-15,Food Sales,,2516
25-08-15,Food Sales,,2430
26-08-15,Food Sales,,2857
27-08-15,Food Sales,,2436
28-08-15,Food Sales,,3066
29-08-15,Food Sales,,3488
30-08-15,Food Sales,,2570
31-08-15,Food Sales,,1818
01-09-15,Food Sales,,1638
02-09-15,Food Sales,,2251
03-09-15,Food Sales,,2164
04-09-15,Food Sales,,2680
05-09-15,Food Sales,,3400
06-09-15,Food Sales,,2665
07-09-15,Food Sales,,2799
08-09-15,Food Sales,,1592
09-09-15,Food Sales,,1855
10-09-15,Food Sales,,1738
11-09-15,Food Sales,,4439
12-09-15,Food Sales,,3436
13-09-15,Food Sales,,1516
14-09-15,Food Sales,,898
15-09-15,Food Sales,,1452
16-09-15,Food Sales,,3282
17-09-15,Food Sales,,1831
18-09-15,Food Sales,,3513
19-09-15,Food Sales,,3580
20-09-15,Food Sales,,2625
21-09-15,Food Sales,,1358
22-09-15,Food Sales,,2501
23-09-15,Food Sales,,2455
24-09-15,Food Sales,,2001
25-09-15,Food Sales,,3118
26-09-15,Food Sales,,2998
27-09-15,Food Sales,,2373
28-09-15,Food Sales,,1067
30-09-15,Food Sales,,2128
01-10-15,Food Sales,,1488
02-10-15,Food Sales,,1958
03-10-15,Food Sales,,2939
04-10-15,Food Sales,,1077
05-10-15,Food Sales,,1927
06-10-15,Food Sales,,1561
07-10-15,Food Sales,,2298
08-10-15,Food Sales,,2056
09-10-15,Food Sales,,2273
10-10-15,Food Sales,,2877
11-10-15,Food Sales,,569
13-10-15,Food Sales,,713
14-10-15,Food Sales,,1427
15-10-15,Food Sales,,1342
16-10-15,Food Sales,,2692
17-10-15,Food Sales,,3584
18-10-15,Food Sales,,1400
19-10-15,Food Sales,,318
20-10-15,Food Sales,,1101
21-10-15,Food Sales,,3066
22-10-15,Food Sales,,1732
23-10-15,Food Sales,,2659
24-10-15,Food Sales,,3692
25-10-15,Food Sales,,2402
26-10-15,Food Sales,,917
27-10-15,Food Sales,,1322
28-10-15,Food Sales,,1936
29-10-15,Food Sales,,2134
30-10-15,Food Sales,,2878
31-10-15,Food Sales,,1629
01-11-15,Food Sales,,1302
02-11-15,Food Sales,,720
03-11-15,Food Sales,,1731
04-11-15,Food Sales,,2312
05-11-15,Food Sales,,1850
06-11-15,Food Sales,,2630
07-11-15,Food Sales,,4252
08-11-15,Food Sales,,1105
09-11-15,Food Sales,,882
10-11-15,Food Sales,,1488
11-11-15,Food Sales,,1852
12-11-15,Food Sales,,1889
13-11-15,Food Sales,,3250
14-11-15,Food Sales,,3273
15-11-15,Food Sales,,1622
16-11-15,Food Sales,,392
17-11-15,Food Sales,,953
18-11-15,Food Sales,,1429
19-11-15,Food Sales,,3239
20-11-15,Food Sales,,2471
21-11-15,Food Sales,,3444
22-11-15,Food Sales,,1285
23-11-15,Food Sales,,1601
24-11-15,Food Sales,,843
25-11-15,Food Sales,,1832
26-11-15,Food Sales,,1412
27-11-15,Food Sales,,3038
28-11-15,Food Sales,,4201
29-11-15,Food Sales,,1444
30-11-15,Food Sales,,1978
01-12-15,Food Sales,,1975
02-12-15,Food Sales,,2425
03-12-15,Food Sales,,2003
04-12-15,Food Sales,,3662
05-12-15,Food Sales,,3837
06-12-15,Food Sales,,907
07-12-15,Food Sales,,3456
08-12-15,Food Sales,,2670
09-12-15,Food Sales,,2215
10-12-15,Food Sales,,2383
11-12-15,Food Sales,,4287
12-12-15,Food Sales,,4707
13-12-15,Food Sales,,1186
14-12-15,Food Sales,,1588
15-12-15,Food Sales,,1789
16-12-15,Food Sales,,2825
17-12-15,Food Sales,,810
17-12-15,Food Sales,,2843
18-12-15,Food Sales,,3283
19-12-15,Food Sales,,3552
20-12-15,Food Sales,,2085
21-12-15,Food Sales,,2211
22-12-15,Food Sales,,2897
23-12-15,Food Sales,,3042
26-12-15,Food Sales,,1356
27-12-15,Food Sales,,1198
28-12-15,Food Sales,,1445
29-12-15,Food Sales,,3263
30-12-15,Food Sales,,2350
31-12-15,Food Sales,,4672
02-01-16,Food Sales,,2902
02-01-16,Food Sales,,1622
06-01-16,Food Sales,,2053
07-01-16,Food Sales,,1771
08-01-16,Food Sales,,2236
09-01-16,Food Sales,,2896
10-01-16,Food Sales,,858
11-01-16,Food Sales,,837
12-01-16,Food Sales,,1629
13-01-16,Food Sales,,1693
14-01-16,Food Sales,,1450
15-01-16,Food Sales,,2121
16-01-16,Food Sales,,3395
17-01-16,Food Sales,,948
18-01-16,Food Sales,,693
19-01-16,Food Sales,,1186
20-01-16,Food Sales,,1859
21-01-16,Food Sales,,910
22-01-16,Food Sales,,2402
23-01-16,Food Sales,,2852
24-01-16,Food Sales,,1388
25-01-16,Food Sales,,639
26-01-16,Food Sales,,417
27-01-16,Food Sales,,1351
28-01-16,Food Sales,,1977
29-01-16,Food Sales,,3485
30-01-16,Food Sales,,4306
31-01-16,Food Sales,,2447
01-02-16,Food Sales,,1484
02-02-16,Food Sales,,1688
03-02-16,Food Sales,,1976
04-02-16,Food Sales,,2541
05-02-16,Food Sales,,3303
06-02-16,Food Sales,,4769
07-02-16,Food Sales,,1187
08-02-16,Food Sales,,1316
09-02-16,Food Sales,,2502
10-02-16,Food Sales,,2152
,,32115,3846095
,,,
08-09-11,Non-Alcoholic Sales,,54
09-09-11,Non-Alcoholic Sales,,83
10-09-11,Non-Alcoholic Sales,,153
11-09-11,Non-Alcoholic Sales,,139
13-09-11,Non-Alcoholic Sales,,84
14-09-11,Non-Alcoholic Sales,,75
15-09-11,Non-Alcoholic Sales,,86
16-09-11,Non-Alcoholic Sales,,11
17-09-11,Non-Alcoholic Sales,,138
18-09-11,Non-Alcoholic Sales,,152
20-09-11,Non-Alcoholic Sales,,99
21-09-11,Non-Alcoholic Sales,,92
22-09-11,Non-Alcoholic Sales,,138
23-09-11,Non-Alcoholic Sales,295,
23-09-11,Non-Alcoholic Sales,,96
24-09-11,Non-Alcoholic Sales,,193
25-09-11,Non-Alcoholic Sales,,115
27-09-11,Non-Alcoholic Sales,,84
28-09-11,Non-Alcoholic Sales,,64
29-09-11,Non-Alcoholic Sales,,101
30-09-11,Non-Alcoholic Sales,,171
01-10-11,Non-Alcoholic Sales,,219
02-10-11,Non-Alcoholic Sales,,140
04-10-11,Non-Alcoholic Sales,,86
05-10-11,Non-Alcoholic Sales,,123
06-10-11,Non-Alcoholic Sales,,134
07-10-11,Non-Alcoholic Sales,,179
08-10-11,Non-Alcoholic Sales,,115
11-10-11,Non-Alcoholic Sales,,55
12-10-11,Non-Alcoholic Sales,,127
13-10-11,Non-Alcoholic Sales,,143
14-10-11,Non-Alcoholic Sales,,150
15-10-11,Non-Alcoholic Sales,,198
16-10-11,Non-Alcoholic Sales,,79
18-10-11,Non-Alcoholic Sales,,88
19-10-11,Non-Alcoholic Sales,,96
20-10-11,Non-Alcoholic Sales,,61
21-10-11,Non-Alcoholic Sales,,173
22-10-11,Non-Alcoholic Sales,,173
23-10-11,Non-Alcoholic Sales,,63
25-10-11,Non-Alcoholic Sales,,40
26-10-11,Non-Alcoholic Sales,,86
27-10-11,Non-Alcoholic Sales,,35
28-10-11,Non-Alcoholic Sales,,126
29-10-11,Non-Alcoholic Sales,,165
30-10-11,Non-Alcoholic Sales,,137
01-11-11,Non-Alcoholic Sales,,73
02-11-11,Non-Alcoholic Sales,,64
03-11-11,Non-Alcoholic Sales,,84
04-11-11,Non-Alcoholic Sales,,199
05-11-11,Non-Alcoholic Sales,,149
06-11-11,Non-Alcoholic Sales,,49
08-11-11,Non-Alcoholic Sales,,38
09-11-11,Non-Alcoholic Sales,,117
10-11-11,Non-Alcoholic Sales,,126
11-11-11,Non-Alcoholic Sales,,135
11-11-11,Non-Alcoholic Sales,,100
12-11-11,Non-Alcoholic Sales,,158
15-11-11,Non-Alcoholic Sales,,41
16-11-11,Non-Alcoholic Sales,,196
17-11-11,Non-Alcoholic Sales,,24
18-11-11,Non-Alcoholic Sales,,145
19-11-11,Non-Alcoholic Sales,,198
20-11-11,Non-Alcoholic Sales,,71
22-11-11,Non-Alcoholic Sales,,32
23-11-11,Non-Alcoholic Sales,,129
24-11-11,Non-Alcoholic Sales,,85
25-11-11,Non-Alcoholic Sales,,191
26-11-11,Non-Alcoholic Sales,,177
27-11-11,Non-Alcoholic Sales,,149
29-11-11,Non-Alcoholic Sales,,127
30-11-11,Non-Alcoholic Sales,,59
01-12-11,Non-Alcoholic Sales,,118
02-12-11,Non-Alcoholic Sales,,193
03-12-11,Non-Alcoholic Sales,,231
04-12-11,Non-Alcoholic Sales,,66
06-12-11,Non-Alcoholic Sales,,91
07-12-11,Non-Alcoholic Sales,,129
09-12-11,Non-Alcoholic Sales,,147
09-12-11,Non-Alcoholic Sales,,154
10-12-11,Non-Alcoholic Sales,,45
11-12-11,Non-Alcoholic Sales,,158
13-12-11,Non-Alcoholic Sales,,119
14-12-11,Non-Alcoholic Sales,,161
15-12-11,Non-Alcoholic Sales,,157
16-12-11,Non-Alcoholic Sales,,144
17-12-11,Non-Alcoholic Sales,,164
18-12-11,Non-Alcoholic Sales,,80
20-12-11,Non-Alcoholic Sales,,141
21-12-11,Non-Alcoholic Sales,,130
22-12-11,Non-Alcoholic Sales,,85
23-12-11,Non-Alcoholic Sales,,117
29-12-11,Non-Alcoholic Sales,,97
30-12-11,Non-Alcoholic Sales,,129
31-12-11,Non-Alcoholic Sales,,129
31-12-11,Non-Alcoholic Sales,,295
05-01-12,Non-Alcoholic Sales,,128
06-01-12,Non-Alcoholic Sales,,233
08-01-12,Non-Alcoholic Sales,,89
10-01-12,Non-Alcoholic Sales,,80
12-01-12,Non-Alcoholic Sales,,110
12-01-12,Non-Alcoholic Sales,,134
13-01-12,Non-Alcoholic Sales,,136
14-01-12,Non-Alcoholic Sales,,184
15-01-12,Non-Alcoholic Sales,,105
17-01-12,Non-Alcoholic Sales,,87
18-01-12,Non-Alcoholic Sales,,60
19-01-12,Non-Alcoholic Sales,,105
20-01-12,Non-Alcoholic Sales,,122
21-01-12,Non-Alcoholic Sales,,237
22-01-12,Non-Alcoholic Sales,,87
24-01-12,Non-Alcoholic Sales,,66
26-01-12,Non-Alcoholic Sales,,106
27-01-12,Non-Alcoholic Sales,,76
27-01-12,Non-Alcoholic Sales,,117
28-01-12,Non-Alcoholic Sales,,211
30-01-12,Non-Alcoholic Sales,,113
31-01-12,Non-Alcoholic Sales,,48
31-01-12,Non-Alcoholic Sales,,24
01-02-12,Non-Alcoholic Sales,,42
02-02-12,Non-Alcoholic Sales,,69
03-02-12,Non-Alcoholic Sales,,127
04-02-12,Non-Alcoholic Sales,,202
05-02-12,Non-Alcoholic Sales,,77
07-02-12,Non-Alcoholic Sales,,61
08-02-12,Non-Alcoholic Sales,,67
09-02-12,Non-Alcoholic Sales,,70
10-02-12,Non-Alcoholic Sales,,144
11-02-12,Non-Alcoholic Sales,,194
12-02-12,Non-Alcoholic Sales,,54
14-02-12,Non-Alcoholic Sales,,129
15-02-12,Non-Alcoholic Sales,,84
16-02-12,Non-Alcoholic Sales,,108
17-02-12,Non-Alcoholic Sales,,211
18-02-12,Non-Alcoholic Sales,,205
19-02-12,Non-Alcoholic Sales,,103
21-02-12,Non-Alcoholic Sales,,37
22-02-12,Non-Alcoholic Sales,,33
23-02-12,Non-Alcoholic Sales,,110
24-02-12,Non-Alcoholic Sales,,106
25-02-12,Non-Alcoholic Sales,,207
26-02-12,Non-Alcoholic Sales,,77
28-02-12,Non-Alcoholic Sales,,70
29-02-12,Non-Alcoholic Sales,,70
29-02-12,Non-Alcoholic Sales,,12
01-03-12,Non-Alcoholic Sales,,83
02-03-12,Non-Alcoholic Sales,,180
03-03-12,Non-Alcoholic Sales,,216
04-03-12,Non-Alcoholic Sales,,161
06-03-12,Non-Alcoholic Sales,,51
07-03-12,Non-Alcoholic Sales,,81
