Date,Account,Debit,Credit
14-02-14,Food Purchases,18,
18-02-14,Food Purchases,484,
18-02-14,Food Purchases,149,
18-02-14,Food Purchases,567,
18-02-14,Food Purchases,53,
18-02-14,Food Purchases,316,
18-02-14,Food Purchases,320,
18-02-14,Food Purchases,935,
18-02-14,Food Purchases,165,
18-02-14,Food Purchases,234,
18-02-14,Food Purchases,153,
18-02-14,Food Purchases,295,
18-02-14,Food Purchases,166,
18-02-14,Food Purchases,223,
20-02-14,Food Purchases,624,
20-02-14,Food Purchases,345,
20-02-14,Food Purchases,62,
20-02-14,Food Purchases,99,
20-02-14,Food Purchases,118,
20-02-14,Food Purchases,58,
20-02-14,Food Purchases,113,
24-02-14,Food Purchases,126,
24-02-14,Food Purchases,191,
24-02-14,Food Purchases,318,
24-02-14,Food Purchases,141,
24-02-14,Food Purchases,58,
24-02-14,Food Purchases,84,
24-02-14,Food Purchases,88,
24-02-14,Food Purchases,288,
24-02-14,Food Purchases,148,
24-02-14,Food Purchases,188,
24-02-14,Food Purchases,39,
24-02-14,Food Purchases,536,
24-02-14,Food Purchases,156,
24-02-14,Food Purchases,83,
24-02-14,Food Purchases,57,
24-02-14,Food Purchases,141,
24-02-14,Food Purchases,38,
24-02-14,Food Purchases,161,
27-02-14,Food Purchases,79,
28-02-14,Food Purchases,543,
28-02-14,Food Purchases,98,
28-02-14,Food Purchases,156,
28-02-14,Food Purchases,62,
28-02-14,Food Purchases,423,
06-03-14,Food Purchases,60,
06-03-14,Food Purchases,18,
06-03-14,Food Purchases,155,
06-03-14,Food Purchases,95,
06-03-14,Food Purchases,256,
06-03-14,Food Purchases,146,
06-03-14,Food Purchases,272,
06-03-14,Food Purchases,279,
06-03-14,Food Purchases,172,
06-03-14,Food Purchases,535,
06-03-14,Food Purchases,178,
06-03-14,Food Purchases,151,
06-03-14,Food Purchases,79,
06-03-14,Food Purchases,54,
06-03-14,Food Purchases,196,
06-03-14,Food Purchases,,90
06-03-14,Food Purchases,200,
06-03-14,Food Purchases,136,
06-03-14,Food Purchases,176,
06-03-14,Food Purchases,147,
06-03-14,Food Purchases,87,
06-03-14,Food Purchases,62,
06-03-14,Food Purchases,144,
06-03-14,Food Purchases,256,
06-03-14,Food Purchases,143,
06-03-14,Food Purchases,226,
06-03-14,Food Purchases,41,
06-03-14,Food Purchases,31,
06-03-14,Food Purchases,602,
12-03-14,Food Purchases,9,
14-03-14,Food Purchases,39,
14-03-14,Food Purchases,263,
14-03-14,Food Purchases,195,
14-03-14,Food Purchases,63,
14-03-14,Food Purchases,112,
14-03-14,Food Purchases,200,
18-03-14,Food Purchases,136,
18-03-14,Food Purchases,164,
18-03-14,Food Purchases,711,
18-03-14,Food Purchases,298,
18-03-14,Food Purchases,64,
18-03-14,Food Purchases,171,
18-03-14,Food Purchases,497,
18-03-14,Food Purchases,86,
18-03-14,Food Purchases,105,
19-03-14,Food Purchases,166,
19-03-14,Food Purchases,39,
19-03-14,Food Purchases,159,
19-03-14,Food Purchases,82,
19-03-14,Food Purchases,9,
20-03-14,Food Purchases,147,
20-03-14,Food Purchases,299,
20-03-14,Food Purchases,139,
20-03-14,Food Purchases,26,
20-03-14,Food Purchases,111,
20-03-14,Food Purchases,294,
21-03-14,Food Purchases,181,
21-03-14,Food Purchases,142,
24-03-14,Food Purchases,81,
25-03-14,Food Purchases,191,
25-03-14,Food Purchases,84,
25-03-14,Food Purchases,334,
25-03-14,Food Purchases,150,
25-03-14,Food Purchases,149,
25-03-14,Food Purchases,234,
25-03-14,Food Purchases,154,
25-03-14,Food Purchases,202,
25-03-14,Food Purchases,200,
25-03-14,Food Purchases,135,
25-03-14,Food Purchases,104,
25-03-14,Food Purchases,121,
26-03-14,Food Purchases,26,
26-03-14,Food Purchases,128,
31-03-14,Food Purchases,222,
31-03-14,Food Purchases,64,
31-03-14,Food Purchases,120,
31-03-14,Food Purchases,45,
31-03-14,Food Purchases,227,
31-03-14,Food Purchases,201,
31-03-14,Food Purchases,258,
31-03-14,Food Purchases,126,
31-03-14,Food Purchases,211,
31-03-14,Food Purchases,58,
31-03-14,Food Purchases,,70
31-03-14,Food Purchases,,51
31-03-14,Food Purchases,247,
02-04-14,Food Purchases,1067,
02-04-14,Food Purchases,267,
02-04-14,Food Purchases,108,
02-04-14,Food Purchases,156,
02-04-14,Food Purchases,220,
02-04-14,Food Purchases,266,
02-04-14,Food Purchases,88,
03-04-14,Food Purchases,225,
03-04-14,Food Purchases,105,
04-04-14,Food Purchases,82,
04-04-14,Food Purchases,269,
04-04-14,Food Purchases,127,
04-04-14,Food Purchases,95,
08-04-14,Food Purchases,97,
08-04-14,Food Purchases,378,
08-04-14,Food Purchases,62,
08-04-14,Food Purchases,269,
08-04-14,Food Purchases,303,
08-04-14,Food Purchases,234,
08-04-14,Food Purchases,785,
08-04-14,Food Purchases,150,
08-04-14,Food Purchases,137,
08-04-14,Food Purchases,49,
08-04-14,Food Purchases,8,
08-04-14,Food Purchases,68,
08-04-14,Food Purchases,43,
09-04-14,Food Purchases,224,
11-04-14,Food Purchases,143,
11-04-14,Food Purchases,90,
11-04-14,Food Purchases,156,
14-04-14,Food Purchases,261,
14-04-14,Food Purchases,152,
14-04-14,Food Purchases,509,
14-04-14,Food Purchases,263,
14-04-14,Food Purchases,492,
14-04-14,Food Purchases,52,
14-04-14,Food Purchases,55,
14-04-14,Food Purchases,189,
14-04-14,Food Purchases,,100
15-04-14,Food Purchases,465,
15-04-14,Food Purchases,331,
15-04-14,Food Purchases,130,
15-04-14,Food Purchases,106,
17-04-14,Food Purchases,83,
17-04-14,Food Purchases,205,
17-04-14,Food Purchases,55,
17-04-14,Food Purchases,19,
17-04-14,Food Purchases,84,
17-04-14,Food Purchases,156,
22-04-14,Food Purchases,231,
22-04-14,Food Purchases,62,
22-04-14,Food Purchases,200,
22-04-14,Food Purchases,135,
22-04-14,Food Purchases,234,
22-04-14,Food Purchases,120,
22-04-14,Food Purchases,425,
22-04-14,Food Purchases,60,
22-04-14,Food Purchases,78,
22-04-14,Food Purchases,747,
22-04-14,Food Purchases,374,
22-04-14,Food Purchases,56,
25-04-14,Food Purchases,55,
25-04-14,Food Purchases,294,
25-04-14,Food Purchases,101,
25-04-14,Food Purchases,83,
25-04-14,Food Purchases,34,
25-04-14,Food Purchases,185,
25-04-14,Food Purchases,83,
25-04-14,Food Purchases,176,
26-04-14,Food Purchases,235,
26-04-14,Food Purchases,169,
26-04-14,Food Purchases,554,
26-04-14,Food Purchases,151,
26-04-14,Food Purchases,106,
26-04-14,Food Purchases,24,
28-04-14,Food Purchases,,114
29-04-14,Food Purchases,298,
29-04-14,Food Purchases,414,
29-04-14,Food Purchases,148,
29-04-14,Food Purchases,145,
29-04-14,Food Purchases,278,
29-04-14,Food Purchases,229,
29-04-14,Food Purchases,62,
29-04-14,Food Purchases,,11
30-04-14,Food Purchases,87,
30-04-14,Food Purchases,71,
30-04-14,Food Purchases,147,
30-04-14,Food Purchases,125,
01-05-14,Food Purchases,210,
02-05-14,Food Purchases,50,
02-05-14,Food Purchases,332,
02-05-14,Food Purchases,291,
02-05-14,Food Purchases,340,
03-05-14,Food Purchases,5,
06-05-14,Food Purchases,131,
06-05-14,Food Purchases,229,
06-05-14,Food Purchases,98,
06-05-14,Food Purchases,57,
06-05-14,Food Purchases,350,
06-05-14,Food Purchases,62,
06-05-14,Food Purchases,220,
06-05-14,Food Purchases,232,
06-05-14,Food Purchases,172,
06-05-14,Food Purchases,259,
06-05-14,Food Purchases,99,
06-05-14,Food Purchases,178,
06-05-14,Food Purchases,225,
06-05-14,Food Purchases,234,
08-05-14,Food Purchases,129,
08-05-14,Food Purchases,401,
08-05-14,Food Purchases,159,
12-05-14,Food Purchases,78,
12-05-14,Food Purchases,317,
12-05-14,Food Purchases,299,
12-05-14,Food Purchases,447,
12-05-14,Food Purchases,114,
12-05-14,Food Purchases,166,
12-05-14,Food Purchases,103,
12-05-14,Food Purchases,156,
12-05-14,Food Purchases,26,
12-05-14,Food Purchases,334,
12-05-14,Food Purchases,138,
12-05-14,Food Purchases,140,
12-05-14,Food Purchases,131,
12-05-14,Food Purchases,223,
12-05-14,Food Purchases,65,
12-05-14,Food Purchases,21,
12-05-14,Food Purchases,107,
12-05-14,Food Purchases,134,
13-05-14,Food Purchases,361,
13-05-14,Food Purchases,381,
13-05-14,Food Purchases,231,
13-05-14,Food Purchases,768,
13-05-14,Food Purchases,62,
13-05-14,Food Purchases,30,
13-05-14,Food Purchases,131,
14-05-14,Food Purchases,206,
14-05-14,Food Purchases,224,
14-05-14,Food Purchases,101,
15-05-14,Food Purchases,108,
15-05-14,Food Purchases,219,
15-05-14,Food Purchases,223,
16-05-14,Food Purchases,111,
16-05-14,Food Purchases,201,
16-05-14,Food Purchases,24,
16-05-14,Food Purchases,81,
20-05-14,Food Purchases,137,
20-05-14,Food Purchases,164,
20-05-14,Food Purchases,361,
20-05-14,Food Purchases,77,
20-05-14,Food Purchases,62,
20-05-14,Food Purchases,78,
20-05-14,Food Purchases,174,
20-05-14,Food Purchases,140,
20-05-14,Food Purchases,234,
20-05-14,Food Purchases,93,
20-05-14,Food Purchases,332,
21-05-14,Food Purchases,374,
21-05-14,Food Purchases,365,
21-05-14,Food Purchases,116,
21-05-14,Food Purchases,37,
23-05-14,Food Purchases,130,
23-05-14,Food Purchases,396,
23-05-14,Food Purchases,51,
26-05-14,Food Purchases,316,
26-05-14,Food Purchases,415,
26-05-14,Food Purchases,132,
26-05-14,Food Purchases,192,
26-05-14,Food Purchases,537,
26-05-14,Food Purchases,168,
26-05-14,Food Purchases,38,
26-05-14,Food Purchases,126,
26-05-14,Food Purchases,477,
26-05-14,Food Purchases,138,
26-05-14,Food Purchases,228,
26-05-14,Food Purchases,331,
26-05-14,Food Purchases,343,
26-05-14,Food Purchases,279,
26-05-14,Food Purchases,142,
26-05-14,Food Purchases,81,
27-05-14,Food Purchases,90,
28-05-14,Food Purchases,214,
28-05-14,Food Purchases,192,
28-05-14,Food Purchases,488,
28-05-14,Food Purchases,149,
28-05-14,Food Purchases,156,
28-05-14,Food Purchases,56,
28-05-14,Food Purchases,58,
29-05-14,Food Purchases,155,
29-05-14,Food Purchases,106,
29-05-14,Food Purchases,270,
29-05-14,Food Purchases,65,
30-05-14,Food Purchases,663,
30-05-14,Food Purchases,212,
30-05-14,Food Purchases,62,
30-05-14,Food Purchases,200,
30-05-14,Food Purchases,347,
30-05-14,Food Purchases,372,
30-05-14,Food Purchases,288,
30-05-14,Food Purchases,55,
30-05-14,Food Purchases,188,
30-05-14,Food Purchases,187,
30-05-14,Food Purchases,220,
30-05-14,Food Purchases,45,
30-05-14,Food Purchases,140,
30-05-14,Food Purchases,234,
30-05-14,Food Purchases,,12
30-05-14,Food Purchases,,24
03-06-14,Food Purchases,220,
03-06-14,Food Purchases,20,
03-06-14,Food Purchases,192,
03-06-14,Food Purchases,390,
04-06-14,Food Purchases,60,
04-06-14,Food Purchases,140,
04-06-14,Food Purchases,329,
04-06-14,Food Purchases,178,
04-06-14,Food Purchases,513,
04-06-14,Food Purchases,437,
04-06-14,Food Purchases,62,
04-06-14,Food Purchases,278,
04-06-14,Food Purchases,496,
04-06-14,Food Purchases,159,
04-06-14,Food Purchases,92,
04-06-14,Food Purchases,733,
04-06-14,Food Purchases,234,
04-06-14,Food Purchases,235,
04-06-14,Food Purchases,205,
04-06-14,Food Purchases,343,
05-06-14,Food Purchases,225,
06-06-14,Food Purchases,63,
06-06-14,Food Purchases,97,
06-06-14,Food Purchases,62,
06-06-14,Food Purchases,642,
06-06-14,Food Purchases,210,
06-06-14,Food Purchases,374,
09-06-14,Food Purchases,455,
09-06-14,Food Purchases,156,
09-06-14,Food Purchases,241,
09-06-14,Food Purchases,447,
09-06-14,Food Purchases,369,
09-06-14,Food Purchases,139,
09-06-14,Food Purchases,20,
09-06-14,Food Purchases,95,
09-06-14,Food Purchases,200,
09-06-14,Food Purchases,382,
09-06-14,Food Purchases,143,
09-06-14,Food Purchases,,55
11-06-14,Food Purchases,317,
11-06-14,Food Purchases,291,
11-06-14,Food Purchases,289,
11-06-14,Food Purchases,19,
11-06-14,Food Purchases,631,
11-06-14,Food Purchases,127,
13-06-14,Food Purchases,200,
13-06-14,Food Purchases,168,
13-06-14,Food Purchases,282,
13-06-14,Food Purchases,277,
13-06-14,Food Purchases,207,
13-06-14,Food Purchases,67,
13-06-14,Food Purchases,185,
16-06-14,Food Purchases,,280
16-06-14,Food Purchases,,85
17-06-14,Food Purchases,502,
17-06-14,Food Purchases,70,
17-06-14,Food Purchases,316,
17-06-14,Food Purchases,138,
17-06-14,Food Purchases,166,
17-06-14,Food Purchases,197,
17-06-14,Food Purchases,42,
17-06-14,Food Purchases,186,
17-06-14,Food Purchases,62,
17-06-14,Food Purchases,168,
17-06-14,Food Purchases,121,
17-06-14,Food Purchases,125,
20-06-14,Food Purchases,279,
20-06-14,Food Purchases,82,
20-06-14,Food Purchases,313,
20-06-14,Food Purchases,346,
20-06-14,Food Purchases,51,
20-06-14,Food Purchases,18,
23-06-14,Food Purchases,425,
23-06-14,Food Purchases,123,
23-06-14,Food Purchases,495,
23-06-14,Food Purchases,512,
23-06-14,Food Purchases,212,
23-06-14,Food Purchases,122,
23-06-14,Food Purchases,122,
24-06-14,Food Purchases,238,
24-06-14,Food Purchases,71,
24-06-14,Food Purchases,278,
26-06-14,Food Purchases,70,
26-06-14,Food Purchases,105,
26-06-14,Food Purchases,261,
26-06-14,Food Purchases,142,
26-06-14,Food Purchases,51,
26-06-14,Food Purchases,156,
27-06-14,Food Purchases,258,
27-06-14,Food Purchases,317,
27-06-14,Food Purchases,140,
27-06-14,Food Purchases,62,
27-06-14,Food Purchases,346,
27-06-14,Food Purchases,169,
29-06-14,Food Purchases,52,
29-06-14,Food Purchases,153,
29-06-14,Food Purchases,33,
30-06-14,Food Purchases,286,
30-06-14,Food Purchases,390,
30-06-14,Food Purchases,331,
30-06-14,Food Purchases,140,
30-06-14,Food Purchases,186,
30-06-14,Food Purchases,16,
30-06-14,Food Purchases,33,
05-07-14,Food Purchases,144,
05-07-14,Food Purchases,365,
05-07-14,Food Purchases,253,
05-07-14,Food Purchases,132,
05-07-14,Food Purchases,562,
05-07-14,Food Purchases,166,
05-07-14,Food Purchases,171,
05-07-14,Food Purchases,43,
05-07-14,Food Purchases,62,
05-07-14,Food Purchases,170,
05-07-14,Food Purchases,140,
05-07-14,Food Purchases,158,
05-07-14,Food Purchases,116,
05-07-14,Food Purchases,179,
05-07-14,Food Purchases,94,
05-07-14,Food Purchases,129,
05-07-14,Food Purchases,110,
05-07-14,Food Purchases,207,
05-07-14,Food Purchases,425,
05-07-14,Food Purchases,203,
05-07-14,Food Purchases,505,
05-07-14,Food Purchases,34,
05-07-14,Food Purchases,187,
05-07-14,Food Purchases,617,
05-07-14,Food Purchases,190,
05-07-14,Food Purchases,152,
05-07-14,Food Purchases,352,
05-07-14,Food Purchases,310,
05-07-14,Food Purchases,110,
05-07-14,Food Purchases,232,
05-07-14,Food Purchases,122,
05-07-14,Food Purchases,142,
05-07-14,Food Purchases,314,
05-07-14,Food Purchases,192,
05-07-14,Food Purchases,399,
05-07-14,Food Purchases,129,
05-07-14,Food Purchases,310,
05-07-14,Food Purchases,172,
05-07-14,Food Purchases,127,
05-07-14,Food Purchases,398,
05-07-14,Food Purchases,153,
11-07-14,Food Purchases,65,
17-07-14,Food Purchases,222,
17-07-14,Food Purchases,148,
17-07-14,Food Purchases,32,
17-07-14,Food Purchases,137,
17-07-14,Food Purchases,122,
17-07-14,Food Purchases,208,
17-07-14,Food Purchases,108,
17-07-14,Food Purchases,56,
18-07-14,Food Purchases,62,
18-07-14,Food Purchases,185,
18-07-14,Food Purchases,224,
18-07-14,Food Purchases,223,
18-07-14,Food Purchases,108,
22-07-14,Food Purchases,165,
22-07-14,Food Purchases,327,
22-07-14,Food Purchases,688,
22-07-14,Food Purchases,64,
22-07-14,Food Purchases,325,
22-07-14,Food Purchases,45,
23-07-14,Food Purchases,51,
23-07-14,Food Purchases,31,
23-07-14,Food Purchases,283,
23-07-14,Food Purchases,125,
23-07-14,Food Purchases,542,
23-07-14,Food Purchases,245,
23-07-14,Food Purchases,149,
23-07-14,Food Purchases,49,
27-07-14,Food Purchases,120,
27-07-14,Food Purchases,62,
27-07-14,Food Purchases,324,
27-07-14,Food Purchases,187,
27-07-14,Food Purchases,267,
27-07-14,Food Purchases,459,
27-07-14,Food Purchases,209,
27-07-14,Food Purchases,211,
27-07-14,Food Purchases,207,
27-07-14,Food Purchases,145,
27-07-14,Food Purchases,262,
27-07-14,Food Purchases,182,
27-07-14,Food Purchases,62,
27-07-14,Food Purchases,159,
27-07-14,Food Purchases,328,
27-07-14,Food Purchases,174,
27-07-14,Food Purchases,450,
27-07-14,Food Purchases,18,
27-07-14,Food Purchases,54,
27-07-14,Food Purchases,144,
27-07-14,Food Purchases,,16
28-07-14,Food Purchases,19,
28-07-14,Food Purchases,246,
28-07-14,Food Purchases,158,
28-07-14,Food Purchases,196,
28-07-14,Food Purchases,109,
29-07-14,Food Purchases,312,
29-07-14,Food Purchases,166,
01-08-14,Food Purchases,109,
01-08-14,Food Purchases,62,
01-08-14,Food Purchases,120,
01-08-14,Food Purchases,168,
01-08-14,Food Purchases,256,
01-08-14,Food Purchases,67,
01-08-14,Food Purchases,591,
01-08-14,Food Purchases,312,
01-08-14,Food Purchases,164,
01-08-14,Food Purchases,156,
01-08-14,Food Purchases,234,
01-08-14,Food Purchases,262,
01-08-14,Food Purchases,239,
01-08-14,Food Purchases,109,
01-08-14,Food Purchases,120,
01-08-14,Food Purchases,162,
01-08-14,Food Purchases,156,
01-08-14,Food Purchases,425,
01-08-14,Food Purchases,144,
01-08-14,Food Purchases,375,
05-08-14,Food Purchases,42,
05-08-14,Food Purchases,306,
05-08-14,Food Purchases,103,
05-08-14,Food Purchases,62,
05-08-14,Food Purchases,850,
05-08-14,Food Purchases,180,
05-08-14,Food Purchases,301,
05-08-14,Food Purchases,148,
05-08-14,Food Purchases,234,
05-08-14,Food Purchases,275,
05-08-14,Food Purchases,233,
05-08-14,Food Purchases,110,
05-08-14,Food Purchases,202,
05-08-14,Food Purchases,,18
06-08-14,Food Purchases,37,
06-08-14,Food Purchases,66,
07-08-14,Food Purchases,202,
07-08-14,Food Purchases,109,
07-08-14,Food Purchases,36,
07-08-14,Food Purchases,217,
07-08-14,Food Purchases,,207
07-08-14,Food Purchases,238,
07-08-14,Food Purchases,185,
07-08-14,Food Purchases,217,
08-08-14,Food Purchases,214,
19-08-14,Food Purchases,63,
19-08-14,Food Purchases,251,
19-08-14,Food Purchases,113,
19-08-14,Food Purchases,228,
19-08-14,Food Purchases,71,
19-08-14,Food Purchases,100,
19-08-14,Food Purchases,214,
19-08-14,Food Purchases,162,
19-08-14,Food Purchases,155,
19-08-14,Food Purchases,62,
19-08-14,Food Purchases,103,
19-08-14,Food Purchases,,200
19-08-14,Food Purchases,131,
19-08-14,Food Purchases,109,
19-08-14,Food Purchases,45,
19-08-14,Food Purchases,127,
19-08-14,Food Purchases,220,
19-08-14,Food Purchases,256,
19-08-14,Food Purchases,196,
19-08-14,Food Purchases,202,
20-08-14,Food Purchases,175,
20-08-14,Food Purchases,369,
20-08-14,Food Purchases,264,
20-08-14,Food Purchases,51,
20-08-14,Food Purchases,204,
21-08-14,Food Purchases,388,
21-08-14,Food Purchases,62,
21-08-14,Food Purchases,395,
22-08-14,Food Purchases,151,
22-08-14,Food Purchases,191,
22-08-14,Food Purchases,151,
27-08-14,Food Purchases,495,
27-08-14,Food Purchases,255,
27-08-14,Food Purchases,152,
27-08-14,Food Purchases,235,
27-08-14,Food Purchases,211,
27-08-14,Food Purchases,553,
27-08-14,Food Purchases,294,
27-08-14,Food Purchases,62,
27-08-14,Food Purchases,140,
27-08-14,Food Purchases,185,
27-08-14,Food Purchases,202,
27-08-14,Food Purchases,148,
27-08-14,Food Purchases,326,
27-08-14,Food Purchases,124,
27-08-14,Food Purchases,192,
27-08-14,Food Purchases,156,
27-08-14,Food Purchases,163,
27-08-14,Food Purchases,61,
27-08-14,Food Purchases,226,
27-08-14,Food Purchases,172,
27-08-14,Food Purchases,582,
27-08-14,Food Purchases,374,
27-08-14,Food Purchases,254,
27-08-14,Food Purchases,45,
27-08-14,Food Purchases,277,
27-08-14,Food Purchases,141,
27-08-14,Food Purchases,211,
27-08-14,Food Purchases,51,
27-08-14,Food Purchases,219,
27-08-14,Food Purchases,343,
03-09-14,Food Purchases,124,
03-09-14,Food Purchases,132,
03-09-14,Food Purchases,230,
03-09-14,Food Purchases,334,
03-09-14,Food Purchases,86,
03-09-14,Food Purchases,742,
04-09-14,Food Purchases,141,
04-09-14,Food Purchases,157,
04-09-14,Food Purchases,218,
04-09-14,Food Purchases,109,
05-09-14,Food Purchases,171,
05-09-14,Food Purchases,87,
05-09-14,Food Purchases,212,
05-09-14,Food Purchases,23,
08-09-14,Food Purchases,266,
08-09-14,Food Purchases,187,
08-09-14,Food Purchases,291,
08-09-14,Food Purchases,146,
08-09-14,Food Purchases,264,
08-09-14,Food Purchases,151,
08-09-14,Food Purchases,166,
08-09-14,Food Purchases,230,
08-09-14,Food Purchases,302,
08-09-14,Food Purchases,156,
08-09-14,Food Purchases,1227,
08-09-14,Food Purchases,51,
08-09-14,Food Purchases,62,
09-09-14,Food Purchases,73,
09-09-14,Food Purchases,122,
09-09-14,Food Purchases,195,
10-09-14,Food Purchases,1232,
10-09-14,Food Purchases,109,
10-09-14,Food Purchases,171,
10-09-14,Food Purchases,161,
11-09-14,Food Purchases,126,
11-09-14,Food Purchases,102,
11-09-14,Food Purchases,239,
11-09-14,Food Purchases,129,
11-09-14,Food Purchases,109,
11-09-14,Food Purchases,99,
11-09-14,Food Purchases,18,
12-09-14,Food Purchases,626,
12-09-14,Food Purchases,257,
12-09-14,Food Purchases,57,
12-09-14,Food Purchases,249,
15-09-14,Food Purchases,27,
15-09-14,Food Purchases,162,
15-09-14,Food Purchases,283,
15-09-14,Food Purchases,228,
15-09-14,Food Purchases,62,
15-09-14,Food Purchases,520,
17-09-14,Food Purchases,186,
17-09-14,Food Purchases,54,
17-09-14,Food Purchases,232,
17-09-14,Food Purchases,73,
22-09-14,Food Purchases,187,
22-09-14,Food Purchases,215,
22-09-14,Food Purchases,328,
22-09-14,Food Purchases,132,
22-09-14,Food Purchases,62,
22-09-14,Food Purchases,121,
22-09-14,Food Purchases,119,
22-09-14,Food Purchases,370,
22-09-14,Food Purchases,288,
22-09-14,Food Purchases,234,
22-09-14,Food Purchases,140,
22-09-14,Food Purchases,280,
22-09-14,Food Purchases,210,
22-09-14,Food Purchases,93,
22-09-14,Food Purchases,130,
22-09-14,Food Purchases,159,
22-09-14,Food Purchases,257,
24-09-14,Food Purchases,156,
24-09-14,Food Purchases,197,
24-09-14,Food Purchases,64,
24-09-14,Food Purchases,390,
24-09-14,Food Purchases,233,
24-09-14,Food Purchases,157,
24-09-14,Food Purchases,420,
24-09-14,Food Purchases,174,
25-09-14,Food Purchases,148,
25-09-14,Food Purchases,96,
26-09-14,Food Purchases,89,
29-09-14,Food Purchases,254,
29-09-14,Food Purchases,196,
29-09-14,Food Purchases,55,
29-09-14,Food Purchases,348,
29-09-14,Food Purchases,330,
29-09-14,Food Purchases,51,
29-09-14,Food Purchases,839,
29-09-14,Food Purchases,62,
29-09-14,Food Purchases,369,
30-09-14,Food Purchases,26,
30-09-14,Food Purchases,19,
30-09-14,Food Purchases,231,
30-09-14,Food Purchases,51,
30-09-14,Food Purchases,176,
30-09-14,Food Purchases,90,
30-09-14,Food Purchases,,21
30-09-14,Food Purchases,,31
30-09-14,Food Purchases,,940
30-09-14,Food Purchases,39,
01-10-14,Food Purchases,268,
01-10-14,Food Purchases,258,
01-10-14,Food Purchases,410,
06-10-14,Food Purchases,252,
06-10-14,Food Purchases,137,
06-10-14,Food Purchases,109,
06-10-14,Food Purchases,205,
06-10-14,Food Purchases,417,
06-10-14,Food Purchases,618,
06-10-14,Food Purchases,234,
06-10-14,Food Purchases,225,
06-10-14,Food Purchases,543,
06-10-14,Food Purchases,130,
06-10-14,Food Purchases,26,
06-10-14,Food Purchases,257,
06-10-14,Food Purchases,158,
06-10-14,Food Purchases,205,
07-10-14,Food Purchases,120,
07-10-14,Food Purchases,187,
07-10-14,Food Purchases,135,
07-10-14,Food Purchases,83,
08-10-14,Food Purchases,62,
08-10-14,Food Purchases,132,
08-10-14,Food Purchases,48,
08-10-14,Food Purchases,176,
10-10-14,Food Purchases,142,
10-10-14,Food Purchases,156,
10-10-14,Food Purchases,196,
10-10-14,Food Purchases,21,
10-10-14,Food Purchases,102,
10-10-14,Food Purchases,272,
10-10-14,Food Purchases,61,
10-10-14,Food Purchases,185,
14-10-14,Food Purchases,82,
14-10-14,Food Purchases,256,
14-10-14,Food Purchases,174,
14-10-14,Food Purchases,241,
14-10-14,Food Purchases,422,
14-10-14,Food Purchases,103,
16-10-14,Food Purchases,349,
16-10-14,Food Purchases,46,
16-10-14,Food Purchases,33,
16-10-14,Food Purchases,191,
17-10-14,Food Purchases,190,
17-10-14,Food Purchases,370,
17-10-14,Food Purchases,75,
17-10-14,Food Purchases,118,
21-10-14,Food Purchases,205,
21-10-14,Food Purchases,,556
21-10-14,Food Purchases,128,
21-10-14,Food Purchases,103,
21-10-14,Food Purchases,82,
21-10-14,Food Purchases,398,
21-10-14,Food Purchases,153,
21-10-14,Food Purchases,164,
21-10-14,Food Purchases,139,
21-10-14,Food Purchases,447,
21-10-14,Food Purchases,265,
21-10-14,Food Purchases,182,
23-10-14,Food Purchases,145,
23-10-14,Food Purchases,150,
23-10-14,Food Purchases,103,
23-10-14,Food Purchases,298,
23-10-14,Food Purchases,76,
23-10-14,Food Purchases,29,
27-10-14,Food Purchases,257,
27-10-14,Food Purchases,206,
27-10-14,Food Purchases,588,
27-10-14,Food Purchases,708,
27-10-14,Food Purchases,142,
27-10-14,Food Purchases,62,
27-10-14,Food Purchases,125,
27-10-14,Food Purchases,167,
27-10-14,Food Purchases,223,
29-10-14,Food Purchases,164,
29-10-14,Food Purchases,225,
29-10-14,Food Purchases,156,
29-10-14,Food Purchases,237,
29-10-14,Food Purchases,322,
29-10-14,Food Purchases,62,
29-10-14,Food Purchases,250,
29-10-14,Food Purchases,140,
29-10-14,Food Purchases,234,
29-10-14,Food Purchases,,85
30-10-14,Food Purchases,135,
30-10-14,Food Purchases,244,
30-10-14,Food Purchases,76,
30-10-14,Food Purchases,105,
30-10-14,Food Purchases,264,
30-10-14,Food Purchases,,200
30-10-14,Food Purchases,380,
30-10-14,Food Purchases,308,
01-11-14,Food Purchases,129,
01-11-14,Food Purchases,129,
05-11-14,Food Purchases,479,
05-11-14,Food Purchases,54,
05-11-14,Food Purchases,124,
05-11-14,Food Purchases,174,
06-11-14,Food Purchases,128,
06-11-14,Food Purchases,178,
06-11-14,Food Purchases,79,
06-11-14,Food Purchases,457,
06-11-14,Food Purchases,159,
07-11-14,Food Purchases,127,
07-11-14,Food Purchases,164,
07-11-14,Food Purchases,83,
07-11-14,Food Purchases,62,
07-11-14,Food Purchases,62,
07-11-14,Food Purchases,345,
10-11-14,Food Purchases,149,
10-11-14,Food Purchases,202,
10-11-14,Food Purchases,260,
10-11-14,Food Purchases,330,
10-11-14,Food Purchases,109,
13-11-14,Food Purchases,474,
13-11-14,Food Purchases,180,
13-11-14,Food Purchases,113,
13-11-14,Food Purchases,112,
13-11-14,Food Purchases,245,
13-11-14,Food Purchases,136,
13-11-14,Food Purchases,162,
13-11-14,Food Purchases,132,
17-11-14,Food Purchases,132,
17-11-14,Food Purchases,205,
17-11-14,Food Purchases,234,
